Security Id,Security Name
UPL,UPL Limited
UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.
URSUGAR,UR Sugar Industries Ltd
URAVI,Uravi T And Wedge Lamps Ltd
URJAGLOBA,URJA GLOBAL LTD.
USGTECH,USG TECH SOLUTIONS LTD.
UMESLTD,Usha Martin Education & Solutions Limited
USHAMART,USHA MARTIN LTD.
USHAKIRA,USHAKIRAN FINANCE LTD.
USHDI,USHDEV INTERNATIONAL LTD.
UTIAMC,UTI Asset Management Company Ltd
UTINIFTETF,UTI NIFTY 50 ETF
UTIBANKETF,UTI NIFTY BANK ETF
NIFMID150,UTI NIFTY MIDCAP 150 ETF
UTINEXT50,UTI Nifty Next 50 ETF
UTISENSETF,UTI S&P BSE SENSEX ETF
UTISXN50,UTI S&P BSE Sensex Next 50 ETF
UTIQUE,Utique Enterprises Ltd
UTKARSHBNK,Utkarsh Small Finance Bank Ltd
UTLINDS,UTL Industries Limited
UTTAMSUGAR,UTTAM SUGAR MILLS LTD.
VBIND,V B Industries Ltd
VRFILMS,V R Films & Studios Ltd
VRWODAR,V R WOODART LTD.
VGUARD,V-GUARD INDUSTRIES LTD.
VMART,V-MART RETAIL LTD.
VBDESAI,V.B.DESAI FINANCIAL SERVICES LTD.
VIPIND,V.I.P.INDUSTRIES LTD.-$
VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$
V2RETAIL,V2 RETAIL LTD.
WABAG,VA TECH WABAG LTD.
VAARAD,Vaarad Ventures Ltd
VADILENT,VADILAL ENTERPRISES LTD.
VADILALIND,VADILAL INDUSTRIES LTD.-$
VAGHANI,VAGHANI TECHNO-BUILD LTD.
VAIBHAVGBL,Vaibhav Global Ltd
VAKRANGEE,Vakrangee Limited-$
VALIANT,VALIANT COMMUNICATIONS LTD.-$
VALIANTLAB,Valiant Laboratories Ltd
VALIANTORG,Valiant Organics Ltd
VALLABHSQ,VALLABH STEELS LTD.-$
VALLEY,Valley Magnesite Company Ltd
VALSONQ,VALSON INDUSTRIES LTD.-$
VAMA,VAMA INDUSTRIES LTD.
VAMSHIRU,VAMSHI RUBBER LTD.
VANDANA,VANDANA KNITWEAR LTD.
VANICOM,Vani Commercials Ltd
VANTABIO,Vanta Bioscience Ltd
VKAL,Vantage Knowledge Academy Ltd
VAPIENTER,Vapi Enterprise Ltd
VARDHANCFL,Vardhan Capital & Finance Ltd
VARDHMAN,Vardhman Concrete Limited
VHL,VARDHMAN HOLDINGS LTD.
VARDMNPOLY,VARDHMAN POLYTEX LTD.
VSSL,VARDHMAN SPECIAL STEELS LTD.
VTL,VARDHMAN TEXTILES LTD.
VARIMAN,Variman Global Enterprises Ltd
VARROC,Varroc Engineering Ltd
VBL,Varun Beverages Ltd
VARUNME,VARUN MERCANTILE LTD.
VASINFRA,VAS INFRASTRUCTURE LTD.
VASCONEQ,Vascon Engineers Ltd
VASUDHAGAM,Vasudhagama Enterprises Ltd
VRL,Vasundhara Rasayans Ltd
VASWANI,VASWANI INDUSTRIES LTD.
VAXHS,VAX HOUSING FINANCE CORPORATION LTD.
VEL,Vaxfab Enterprises Ltd
VBCFERROQ,VBC FERRO ALLOYS LTD.-$
VCU,VCU Data Management Ltd
VEDANTASSET,Vedant Asset Ltd
MANYAVAR,Vedant Fashions Ltd
VEDL,Vedanta Limited
VEDAVAAG,VEDAVAAG SYSTEMS LTD.
VEEFIN,Veefin Solutions Ltd
VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$
VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.
VGIL,Veer Global Infraconstruction Ltd
VSL,Veeram Securities Ltd
VEERHEALTH,Veerhealth Care Limited
VEERKRUPA,Veerkrupa Jewellers Ltd
VELHO,VELAN HOTELS LTD.
VELJAN,Veljan Denison Limited
VELOXIND,Velox Industries Ltd
VENKYS,VENKY'S (INDIA) LTD.
VENLONENT,VENLON ENTERPRISES LTD.
SHYAM,VENTURA GUARANTY LTD.
VENTURA,VENTURA TEXTILES LTD.
VENUSPIPES,Venus Pipes & Tubes Ltd
VENUSREM,VENUS REMEDIES LTD.
VERANDA,Veranda Learning Solutions Ltd
VERITAS,VERITAS (INDIA) LTD.
VERTEX,VERTEX SECURITIES LTD.
VESUVIUS,VESUVIUS INDIA LTD.
VETO,Veto Switchgears and Cables Ltd
VIAANINDUS,Viaan Industries Ltd
VGCL,Vibrant Global Capital Ltd
VICTMILL,VICTORIA MILLS LTD.
VIDHIING,Vidhi Specialty Food Ingredients Ltd-$
VIDLI,Vidli Restaurants Ltd
VIJSOLX,VIJAY SOLVEX LTD.
VIJAYTX,VIJAY TEXTILES LTD.
VIJAYA,Vijaya Diagnostic Centre Ltd
VFL,Viji Finance Ltd
VIKALPS,VIKALP SECURITIES LTD.
VIKASECO,Vikas EcoTech Ltd
VIKASLIFE,Vikas Lifecare Ltd
VIKASPROP,Vikas Proppant & Granite Ltd
VIKASWSP,VIKAS WSP LTD.
VIKRAMTH,VIKRAM THERMO (INDIA) LTD.
VIKSHEN,VIKSIT ENGINEERING LTD.
VIMTALABS,VIMTA LABS LTD.-$
VINATIORGA,VINATI ORGANICS LTD.-$
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.
VINDHYATEL,VINDHYA TELELINKS LTD.
VINEETLAB,Vineet Laboratories Ltd
VINNY,Vinny Overseas Ltd
VINCOFE,Vintage Coffee And Beverages Ltd
VINTAGES,VINTAGE SECURITIES LTD.
VINTRON,VINTRON INFORMATICS LTD.
VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.
VINYOFL,VINYOFLEX LTD.
VIPCLOTHNG,VIP Clothing Ltd
VIPPYSP,VIPPY SPINPRO LTD.
VIPUL,VIPUL LTD.
VIPULORG,Vipul Organics Ltd
VIRATCRA,VIRAT CRANE INDUSTRIES LTD.
VIRAT,VIRAT INDUSTRIES LTD.
VIRGOGLOB,Virgo Global Ltd
VIRINCHI,Virinchi Ltd
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.
VIRTUALS,VIRTUALSOFT SYSTEMS LTD.
VOEPL,Virtuoso Optoelectronics Ltd
VIRYA,Virya Resources Ltd
VISASTEEL,VISA STEEL LTD.
VISAGAR,VISAGAR FINANCIAL SERVICES LTD.
VIVIDHA,VISAGAR POLYTEX LTD.
VISAKAIND,VISAKA INDUSTRIES LTD.
VISCO,Visco Trade Associates Ltd
VISESHINFO,VISESH INFOTECNICS LTD.
VISHALBL,Vishal Bearings Ltd
VISHAL,Vishal Fabrics Ltd
VISHNU,VISHNU CHEMICALS LTD.
VPRPL,Vishnu Prakash R Punglia Ltd
VISVEN,Vishvprabha Ventures Ltd
VISHWARAJ,Vishwaraj Sugar Industries Ltd
VISIONCINE,VISION CINEMAS LTD.
VISIONCO,VISION CORPORATION LTD.
VISTAPH,VISTA PHARMACEUTICALS LTD.
VISTARAMAR,Vistar Amar Ltd
VITESSE,Vitesse Agro Ltd
VIVAA,Vivaa Tradecom Ltd
VIVANTA,Vivanta Industries Ltd
VIVANZA,Vivanza Biosciences Ltd
VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.
VIVIDM,Vivid Mercantile Ltd
VIVOBIOT,VIVO BIO TECH LTD.
VJTFEDU,VJTF EDUSERVICES LTD.
VKJINFRA,VKJ Infradevelopers Ltd
VLEGOV,VL E-Governance & IT Solutions Ltd
VLSFINANCE,VLS FINANCE LTD.
VMS,VMS INDUSTRIES LTD.
IDEA,Vodafone Idea Ltd
VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$
VOLLF,VOLTAIRE LEASING & FINANCE LTD.
VOLTAMP,VOLTAMP TRANSFORMERS LTD.
VOLTAS,VOLTAS LTD.
VRLLOG,VRL Logistics Ltd
VPL,Vrundavan Plantation Ltd
VSDCONF,VSD CONFIN LTD.
VSFPROJ,VSF PROJECTS LTD.
VSTIND,VST INDUSTRIES LTD.
VTMLTD,VTM LTD.
VUENOW,Vuenow Infratech Ltd
VXLINSTR,VXL INSTRUMENTS LTD.
WHBRADY,W.H.BRADY & CO.LTD.
WSIND,W.S.INDUSTRIES (INDIA) LTD.-$
WAA,Waa Solar Ltd
WAAREERTL,Waaree Renewable Technologies Ltd
WAAREE,Waaree Technologies Ltd
WAGEND,Wagend Infra Venture Limited
WALCHPF,WALCHAND PEOPLEFIRST LTD.
WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.
WALLFORT,WALLFORT FINANCIAL SERVICES LTD.
WANBURY,WANBURY LTD.
WARDWIZFBL,Wardwizard Foods and Beverages Ltd
WARDINMOBI,Wardwizard Innovations & Mobility Ltd
WARRENTEA,WARREN TEA LTD.-$
WATERBASE,WATERBASE LTD.
WEWIN,We Win Ltd
WEBSL,Web Element Solutions Ltd
WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.
WEIZMANIND,WEIZMANN LTD.
ZWELCAST,WELCAST STEELS LTD.
WELCURE,WELCURE DRUGS & PHARMACEUTICALS LTD.
WELLNESS,WELLNESS NONI LTD.
WELCORP,Welspun Corp Limited
WELENT,Welspun Enterprises Ltd
WELSPUNIND,WELSPUN INDIA LTD.
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.
WELSPLSOL,Welspun Specialty Solutions Ltd
WELTI,WELTERMAN INTERNATIONAL LTD.
WENDT,WENDT (INDIA) LTD.
WEPSOLN,WEP SOLUTIONS LTD.
WSTCSTPAPR,WEST COAST PAPER MILLS LTD.
WESTLEIRES,West Leisure Resorts Ltd
WMINIMT,WESTERN MINISTIL LTD.
WESTLIFE,Westlife Foodworld Ltd
WHEELS,WHEELS INDIA LTD.
WHIRLPOOL,WHIRLPOOL OF INDIA LTD.
WHITHAL,WHITE HALL COMMERCIAL CO.LTD.
WHITEORG,White Organic Agro Ltd
WORL,White Organic Retail Ltd
WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.
WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.
WIMPLAST,WIM PLAST LTD.-$
WINDLAS,Windlas Biotech Ltd
WINDMACHIN,WINDSOR MACHINES LTD.
WINPRO,WinPro Industries Ltd
WINROC,WINRO COMMERCIAL (INDIA) LTD.
WINSOMBR,WINSOME BREWERIES LTD.
WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$
WINSOME,WINSOME YARNS LTD.
WIPRO,WIPRO LTD.
WIREFABR,WIRES & FABRIKS (SA) LTD.
WOCKPHARMA,WOCKHARDT LTD.
WOMENNET,WOMEN NETWORKS LTD.
WEL,Wonder Electricals Ltd
WONDERLA,Wonderla Holidays Ltd
WOODSVILA,WOODSVILLA LTD.
WWALUM,Worldwide Aluminium Ltd
WORTH,Worth Investment & Trading Co Ltd
WPIL,WPIL LTD.
WSFX,WSFx Global Pay Ltd
XCHANGING,XCHANGING SOLUTIONS LTD.
XELPMOC,Xelpmoc Design and Tech Ltd
XPROINDIA,XPRO INDIA LTD.
XTGLOBAL,Xtglobal Infotech Ltd
YAANENT,Yaan Enterprises Ltd
YAARI,Yaari Digital Integrated Services Ltd
YAMNINV,YAMINI INVESTMENTS COMPANY LTD.
YARNSYN,YARN SYNDICATE LTD.
YASHCHEM,Yash Chemex Ltd
YASHINNO,Yash Innoventures Ltd
YASHMGM,YASH MANAGEMENT & SATELLITE LTD.
YASTF,YASH TRADING & FINANCE LTD.
YASHO,Yasho Industries Ltd
YASHRAJC,YASHRAJ CONTAINEURS LTD.
YATHARTH,Yatharth Hospital & Trauma Care Services Ltd
YATRA,Yatra Online Ltd
YESBANK,YES BANK LTD.
YOGI,YOGI Ltd
YOGISUNG,YOGI SUNG-WON (INDIA) LTD.
YORKEXP,YORK EXPORTS LTD.
YUG,Yug Decor Ltd
YUKEN,YUKEN INDIA LTD.-$
YURANUS,Yuranus Infrastructure Ltd
YUVRAAJHPL,YUVRAAJ HYGIENE PRODUCTS LTD.
ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$
ZAGGLE,Zaggle Prepaid Ocean Services Ltd
ZEAL,Zeal Aqua Ltd
ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.
ZEELEARN,ZEE LEARN LTD.
ZEEMEDIA,Zee Media Corporation Limited
ZENTEC,ZEN TECHNOLOGIES LTD.
ZENITHEXPO,ZENITH EXPORTS LTD.
ZENIFIB,ZENITH FIBRES LTD.-$
ZENITHHE,ZENITH HEALTH CARE LTD.
ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$
ZENLABS,Zenlabs Ethica Ltd
ZENOTECH,ZENOTECH LABORATORIES LTD.
ZENSARTECH,ZENSAR TECHNOLOGIES LTD.
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd
ZIMLAB,Zim Laboratories Ltd
ZINEMA,Zinema Media And Entertainment Ltd
ZODIACLOTH,ZODIAC CLOTHING CO.LTD.
ZODIAC,Zodiac Energy Ltd
ZODIACVEN,Zodiac Ventures Limited
ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.
ZOMATO,Zomato Ltd
ZUARI,ZUARI AGRO CHEMICALS LTD.
ZUARIIND,Zuari Industries Ltd
ZYDUSLIFE,Zydus Lifesciences Ltd
ZYDUSWELL,ZYDUS WELLNESS LTD.-$
